number_of_rooms,floor,area,address,date,price
4,2,67.0,102 мкр,25.02.2022 14:11,588000
3,11,110.0,,25.02.2022 14:09,1073500
2,15,55.0,фирдавси,25.02.2022 14:09,395000
2,11,60.0,,25.02.2022 14:09,470000
2,4,50,,25.02.2022 14:04,520000
2,20,55.0,Зарафшон,25.02.2022 14:03,145000
2,11,92.0,И сомони,25.02.2022 14:03,515000
4,4,80.0,Зарафшон,25.02.2022 14:01,536000
1,8,46.0,,25.02.2022 13:48,337200
4,5,115.0,,25.02.2022 13:47,798000
2,2,95.0,караболо,25.02.2022 13:47,951000
5,3,100.0,Зарафшон 2 - 2,25.02.2022 13:46,600000
2,16,67.0,82,25.02.2022 13:46,277000
2,2,43.0,Фирдавси,25.02.2022 13:45,240000
2,9,90.0,Ватан,25.02.2022 13:44,461700
2,9,50.0,Вахдат,25.02.2022 13:44,141000
1,3,50,,25.02.2022 13:42,270000
2,16,40.0,Зарнисор,25.02.2022 13:42,130000
1,2,37.0,Фирдавси,25.02.2022 13:40,205000
1,3,23.0,32 мкр,25.02.2022 13:39,250000
1,13,59.0,И.Сомони,25.02.2022 13:36,405500
2,1,65.0,Шохмансур,25.02.2022 13:36,410000
2,12,65.0,Караболо,25.02.2022 13:34,521000
2,2,46.0,Сино,25.02.2022 13:33,235000
2,2,43.0,Фирдавси,25.02.2022 13:27,240000
2,4,43.0,дом печать,25.02.2022 13:07,385000
4,1,85.0,,25.02.2022 12:58,529000
3,2,61.0,Шохмансур,25.02.2022 12:57,536236
2,3,61.0,Центр,25.02.2022 12:55,810000
3,9,100.0,Сино,25.02.2022 12:43,600000
5,4,116.0,Фирдавси 64 мкр,25.02.2022 12:43,870000
2,16,98.0,Центр,25.02.2022 12:35,545000
3,8,84.0,112 мкр,25.02.2022 12:27,570000
3,11,86.0,Ашан,25.02.2022 12:26,999000
1,3,52.0,104мк,25.02.2022 12:24,280000
3,4,116.0,,25.02.2022 12:13,1299000
2,11,52.0,Сзади Гранд Отеля,25.02.2022 12:13,741000
2,11,60.0,,25.02.2022 12:13,740500
2,11,75.0,,25.02.2022 12:13,501600
2,3,47.0,Фирдавси,25.02.2022 12:12,430000
4,3,65.0,Фирдавси,25.02.2022 12:12,740000
1,2,45.0,Цирк,25.02.2022 12:09,292600
4,4,60.0,Шаҳраки Шарора,25.02.2022 12:07,265000
2,13,90.0,Фирдавси,25.02.2022 12:05,379000
1,3,50.0,Хитой бозор,25.02.2022 11:58,372000
2,6,114.0,Хитой Бозор,25.02.2022 11:58,452000
1,7,58.0,ру ба руи Борбад,25.02.2022 11:57,272000
1,7,50,,25.02.2022 11:56,185000
2,10,55.0,Фирдавси,25.02.2022 11:54,249000
1,4,50.0,Султони Кабир,25.02.2022 11:53,375000
2,3,78.0,Исмоили Сомони,25.02.2022 11:45,620000
2,13,57.0,,25.02.2022 11:40,625000
5,1,110.0,Гипрозем,25.02.2022 11:33,615000
1,2,38.0,63мкр,25.02.2022 11:32,306000
3,14,146.0,Ориентир Олимпийский Комитет,25.02.2022 11:29,898270
2,11,76.0,Ул. Айни 7,25.02.2022 11:28,432000
3,6,63.0,Водонасосная,25.02.2022 11:25,550000
3,4,70.0,прафсайуз,25.02.2022 11:22,675000
1,2,30.0,Испечак-2,25.02.2022 11:18,285000
3,5,119.0,поворот Аэропорта,25.02.2022 11:14,825000
2,11,63.0,Сино,25.02.2022 11:14,463000
3,7,90.0,,25.02.2022 11:10,650000
2,6,74.0,Зарафшон,25.02.2022 11:09,480000
2,10,67.0,Дом печать,25.02.2022 11:04,540000
2,7,52.0,Фирдавси,25.02.2022 11:01,400000
3,5,57.0,Шохмансур,25.02.2022 11:00,460000
1,8,57.0,Сино102мкр,25.02.2022 10:58,332000
3,3,106.0,улица Карамова,25.02.2022 10:57,460000
2,3,42.0,Сино,25.02.2022 10:50,316000
2,8,43.0,зарнисор,25.02.2022 10:49,275000
6,17,162.0,Ориентир Душанбинское УВД,25.02.2022 10:49,1117800
3,11,78.0,исмоили сомони,25.02.2022 10:46,500000
4,1,60.0,,25.02.2022 10:45,450000
2,10,70.0,Молодежный (супермаркет Ёвар),25.02.2022 10:37,723000
2,9,60.0,Центр,25.02.2022 10:37,375000
2,3,56.0,Военный городок,25.02.2022 10:35,380000
3,13,88.0,Диагностика (коммерческий институт),25.02.2022 10:33,630000
2,4,70.0,Шохмансур,25.02.2022 10:31,408000
4,1,65.0,102 мкр (донишкадаи забонхо),25.02.2022 10:29,734000
3,13,101.0,Ориентир Раёсати Корхои Дохилии Шахр,25.02.2022 10:25,650440
3,2,150.0,Садбарг,25.02.2022 10:24,1475000
3,2,43.0,61 мкр,25.02.2022 10:23,397000
2,7,73.0,Садбарг,25.02.2022 10:20,615000
2,5,60.0,Поворот аеропорта,25.02.2022 10:17,587000
3,3,75.0,Фирдавси,25.02.2022 10:16,390000
3,5,107.0,,25.02.2022 10:13,690000
2,3,68.0,Шоҳмансур,25.02.2022 09:57,360000
2,3,54.0,,25.02.2022 09:55,570000
6,7,224.0,Ориентир подземка Садбарг,25.02.2022 09:47,1666560
2,3,71.0,И. Сомони,25.02.2022 09:44,830000
2,16,118.0,Ориентир Новый Точиксодиротбанк,25.02.2022 09:43,702930
6,9,204.0,Ориентир Главный офис Вавилон,25.02.2022 09:36,1591200
2,4,80.0,92 мкр возле кафэ быстро,25.02.2022 09:30,787000
2,12,73.0,СИНО,25.02.2022 09:29,450000
3,4,66.0,84 мкр за Гастрономом,25.02.2022 09:25,467000
2,3,53.0,Cино,25.02.2022 09:20,360000
3,16,115.0,Поворот Аэропорта,25.02.2022 09:11,596000
3,8,106.0,Сино 2,25.02.2022 09:00,460000
3,7,117.0,И.Сомони,25.02.2022 09:00,810000
3,6,107.0,,25.02.2022 08:47,355000
5,4,68.0,Фирдавси 63 мкр,25.02.2022 08:42,620000
1,3,32.0,,25.02.2022 08:41,445000
2,10,85.0,,25.02.2022 08:41,530000
2,8,73.0,Дом IL Patio,25.02.2022 08:40,1007000
3,3,60.0,,25.02.2022 08:35,513000
3,5,60.0,,25.02.2022 08:35,456000
2,7,42.0,Шохмансур,25.02.2022 08:27,450000
1,16,44.0,Сино,25.02.2022 08:00,140000
3,0,65.0,Шохмансур,25.02.2022 07:11,342000
3,8,110.0,Сомони,25.02.2022 07:10,1068500
2,3,50.0,Фирдавси,25.02.2022 06:27,450000
2,4,50,,25.02.2022 06:27,295000
2,5,47.0,Фирдавси,25.02.2022 06:14,395000
5,5,100.0,Сино,25.02.2022 06:07,580000
2,9,65.0,Шохмансур,25.02.2022 04:33,500000
1,13,56.0,Сомони,25.02.2022 00:47,350000
2,1,55.0,сино,25.02.2022 00:18,387000
1,5,25.0,Сино,25.02.2022 00:12,220000
3,9,70.0,Сино,24.02.2022 23:56,539000
2,6,45.0,Фирдавси,24.02.2022 23:53,160000
3,4,70.0,Шохмансур,24.02.2022 23:48,450000
1,5,48.0,Фирдавси,24.02.2022 23:38,350000
2,2,46.0,Аэропорт,24.02.2022 23:38,360000
4,4,82.0,91 мкр,24.02.2022 23:36,759000
2,2,38.0,,24.02.2022 23:33,400000
2,4,99.0,Султони Кабир,24.02.2022 23:32,600000
3,4,115.0,Центр стадион спартак,24.02.2022 23:31,780000
3,4,67.0,84 мкр,24.02.2022 23:30,540000
3,1,75.0,Сино,24.02.2022 23:29,456000
5,5,91.0,Зарафшон,24.02.2022 23:14,634000
3,8,85.0,Сино 1,24.02.2022 22:56,700000
2,3,35.0,стари аэропорт,24.02.2022 22:46,380000
2,14,48.0,н Сино,24.02.2022 22:46,380000
2,6,54.0,Фирдавси ( корвон ),24.02.2022 22:45,180000
3,2,89.0,Проспект Рудаки,24.02.2022 22:38,900000
2,6,54.0,фирдавси ( корвон ),24.02.2022 22:32,180000
2,6,54.0,фирдавси (корвон),24.02.2022 22:21,180000
2,2,65.0,7км,24.02.2022 22:18,485000
1,6,46.0,Айни,24.02.2022 22:18,210000
1,3,41.0,Фирдавси,24.02.2022 22:04,245000
5,1,90.0,Зарафшон,24.02.2022 21:44,650000
5,3,97.0,112мкр,24.02.2022 21:39,638400
4,7,90.0,102мкр,24.02.2022 21:37,591760
2,2,57.0,84 мкр,24.02.2022 21:36,416100
2,2,42.0,,24.02.2022 21:35,31000
1,10,38.0,Сино,24.02.2022 21:33,155000
4,13,50,,24.02.2022 21:33,1500000
3,4,63.0,102мкр,24.02.2022 21:29,467400
2,13,64.0,Зарафшон,24.02.2022 21:07,189000
1,5,41.0,Зарафшон,24.02.2022 21:07,128000
2,20,64.0,,24.02.2022 21:07,115000
1,20,59.0,Зарафшон,24.02.2022 21:07,94000
1,20,41.0,Зарафшон,24.02.2022 21:07,77000
2,3,51.0,Исмоили Сомони,24.02.2022 20:58,380000
2,1,107.0,33мкр,24.02.2022 20:54,440000
1,9,45.0,46мкр,24.02.2022 20:29,300000
2,7,72.0,Испечак,24.02.2022 20:28,360000
2,16,65.0,шохмансур,24.02.2022 20:23,350000
3,3,80.0,,24.02.2022 20:13,670000
1,7,58.0,Сино,24.02.2022 20:08,210000
2,4,47.0,Аэропорт,24.02.2022 20:02,470000
1,4,50,,24.02.2022 19:44,265000
2,11,50,,24.02.2022 19:33,562000
1,9,53.0,,24.02.2022 19:33,261000
1,19,59.0,Сино,24.02.2022 19:25,108000
2,11,93.0,Шохмансур,24.02.2022 19:18,950000
1,4,35.0,91,24.02.2022 19:07,370000
1,3,44.0,Шохмансур,24.02.2022 18:58,165000
2,1,107.0,33 мкр,24.02.2022 18:50,440000
4,7,50,,24.02.2022 18:44,889000
1,1,27.0,92 мкр,24.02.2022 18:33,310000
1,1,26.0,,24.02.2022 18:20,170000
1,8,50,,24.02.2022 18:16,260000
1,18,54.0,центр,24.02.2022 18:02,293800
2,2,45.0,Фирдавси,24.02.2022 17:58,200000
1,1,64.0,Дом Печать,24.02.2022 17:52,570000
4,15,157.0,Перекрёсток Ослиные Уши,24.02.2022 17:50,1083300
2,5,105.0,шохмансур,24.02.2022 17:46,970000
2,5,105.0,шохмансур,24.02.2022 17:46,970000
2,2,53.0,Автовокзал,24.02.2022 17:40,479999
2,6,52.0,Шохмансур,24.02.2022 17:39,499000
3,7,110.0,Ориентир УВД города,24.02.2022 17:37,657800
6,16,225.0,Ориентир напротив Детского Центра Мадагаскар,24.02.2022 17:36,1552500
6,16,216.0,Ориентир Душанбинский Экономический Суд,24.02.2022 17:23,1490400
5,18,203.0,Напротив бывшего магазина Ласточка,24.02.2022 17:22,1400700
1,12,41.0,Гипрозем,24.02.2022 17:18,162872
1,3,41.0,Гипрозем,24.02.2022 17:17,209407
1,10,41.0,Гипрозем,24.02.2022 17:17,186140
1,2,44.0,Гипрозем,24.02.2022 17:17,225720
1,7,36.0,Гипрозем,24.02.2022 17:17,162720
6,7,143.0,проспект Айни,24.02.2022 17:16,1052480
3,3,47.0,Гипрозем,24.02.2022 17:16,241110
1,3,36.0,Гипрозем,24.02.2022 17:16,183060
1,13,48.0,Гипрозем,24.02.2022 17:16,184800
1,5,47.0,Гипрозем,24.02.2022 17:15,241110
1,7,41.0,Гипрозем,24.02.2022 17:15,186960
2,5,80.0,Ориентир Душанбе водоканал,24.02.2022 17:15,588800
6,15,227.0,Ориентир Перекрёсток Ослиные Уши,24.02.2022 17:14,1566300
1,11,37.0,Гипрозем,24.02.2022 17:14,147630
1,11,44.0,Гипрозем,24.02.2022 17:14,174020
1,3,49.0,Гипразем,24.02.2022 17:14,251370
1,8,48.0,Гипрозем,24.02.2022 17:13,216960
2,14,52.0,Гипрозем,24.02.2022 17:13,209475
1,7,47.0,Гипрозем,24.02.2022 17:12,214320
1,9,49.0,Гипрозем,24.02.2022 17:11,222460
1,11,48.0,Гипрозем,24.02.2022 17:11,190680
1,2,41.0,Сино,24.02.2022 17:11,210330
1,3,36.0,Гипрозем,24.02.2022 17:11,183800
1,7,37.0,Гипрозем,24.02.2022 17:10,168720
1,4,32.0,Шохмансур,24.02.2022 17:03,307000
5,9,139.0,Ориентир улица Ниссор Мухаммад,24.02.2022 16:54,1000800
2,9,63.0,Сино,24.02.2022 16:45,313000
2,3,70.0,Сино,24.02.2022 16:44,453000
3,10,90.0,Шохмансур,24.02.2022 16:33,1073500
5,6,192.0,83мкр,24.02.2022 16:31,960000
3,5,56.0,Шохмансур,24.02.2022 16:27,380000
2,1,65.0,Шохмансур,24.02.2022 16:26,409000
6,15,218.0,Ориентир Хадамоти давлатии оташнишонии,24.02.2022 16:24,1504200
2,12,86.0,Шохмансур,24.02.2022 16:23,541000
2,1,40.0,Сино,24.02.2022 16:15,190000
5,11,129.0,Ориентир Комплекс Ромиз Плаза,24.02.2022 16:14,975240
3,8,87.0,Шоҳмансур,24.02.2022 16:14,767000
5,7,150.0,Ориентир УВД,24.02.2022 16:13,1050000
1,4,28.0,ул.Маяковского,24.02.2022 16:11,295000
2,13,80.0,Сомони,24.02.2022 16:10,501000
2,16,82.0,Ориентир Суди Иктисодии Душанбе,24.02.2022 16:04,565800
3,8,126.0,Ориентир Шохмансур,24.02.2022 15:58,922320
6,9,158.0,Ориентир Новый Пайкар,24.02.2022 15:58,1090200
4,17,153.0,Ориентир Сбоку от здания УБОП,24.02.2022 15:51,1055700
2,8,76.0,Кохи Борбад,24.02.2022 15:47,388170
2,12,64.0,Яккачинор,24.02.2022 15:38,289280
3,10,106.0,Ориентир Магазин Олами Китоб,24.02.2022 15:07,814080
4,8,100.0,101 мкр,24.02.2022 15:00,720000
2,4,50.0,Аэропорт,24.02.2022 15:00,400000
2,2,60.0,Молодёжный театр,24.02.2022 15:00,500000
3,11,132.0,Зарафшон,24.02.2022 14:59,420000
1,14,68.0,Ориентир Олимпийский Комитет,24.02.2022 14:58,435570
2,4,88.0,шохмансур,24.02.2022 14:57,971000
2,1,64.0,91мкр,24.02.2022 14:57,495000
3,2,71.0,Сино,24.02.2022 14:54,570000
3,3,103.0,Шоҳмансур,24.02.2022 14:51,464324
2,12,57.0,Исмоили Сомони,24.02.2022 14:45,480000
1,8,49.0,Сино,24.02.2022 14:44,328500
1,17,47.0,Ориентир Олимпийский Комитет,24.02.2022 14:41,279980
1,3,50.0,Шохмансур,24.02.2022 14:37,325000
3,3,90.0,Сино,24.02.2022 14:34,580000
2,1,50.0,н фирдавси,24.02.2022 14:30,275000
3,5,86.0,Сино,24.02.2022 14:25,700000
6,5,172.0,Сино,24.02.2022 14:25,1400000
2,10,70.0,Мехргон,24.02.2022 14:23,405000
2,3,60.0,Фирдавси,24.02.2022 14:17,650000
3,7,97.0,Шохмансур,24.02.2022 14:03,510000
2,4,54.0,91 мкр,24.02.2022 13:59,460000
4,1,72.0,,24.02.2022 13:56,500000
2,13,71.0,Сино,24.02.2022 13:56,400000
6,11,184.0,Ориентир Магазин Гелос,24.02.2022 13:54,1391040
3,3,78.0,Сино,24.02.2022 13:49,550000
4,6,108.0,Ориентир Гостиница Душанбе,24.02.2022 13:49,813560
3,5,90.0,,24.02.2022 13:46,820000
2,12,103.0,Дом печать,24.02.2022 13:45,707610
5,16,213.0,Ориентир Напротив Детского Центра Мадагаскар,24.02.2022 13:45,1469700
5,3,120.0,Ориентир Гостиница Душанбе,24.02.2022 13:42,966000
5,13,119.0,Ориентир Школа 65,24.02.2022 13:41,871080
2,14,84.0,улица Айни,24.02.2022 13:40,579600
2,4,76.0,Ориентир Новый Точиксодиротбанк,24.02.2022 13:38,599570
3,12,86.0,Ориентир бывший ГАИ,24.02.2022 13:38,639840
2,14,82.0,Сино,24.02.2022 13:36,260000
1,10,80.0,,24.02.2022 13:30,501600
4,5,105.0,112мкр,24.02.2022 13:28,850000
4,2,70.0,102 мкр,24.02.2022 13:27,650000
2,1,44.0,Фирдавси,24.02.2022 13:22,260000
3,15,147.0,Ориентир Хадамоти давлатии оташнишони,24.02.2022 13:20,1014300
3,6,96.0,Ориентир Гостиница Душанбе,24.02.2022 13:10,673440
6,18,221.0,Напротив бывшего магазина Ласточка,24.02.2022 13:08,1524900
2,2,121.0,Ориентир Нотариус Сино,24.02.2022 13:03,1182770
1,5,50,,24.02.2022 13:00,155000
3,9,118.0,Шохмансур,24.02.2022 12:54,1634400
2,1,50,,24.02.2022 12:50,310000
1,16,69.0,Ориентир Новый Точиксодиротбанк,24.02.2022 12:38,421340
2,10,70.0,Шохмансур,24.02.2022 12:37,357500
3,10,108.0,33-мкр,24.02.2022 12:36,590000
1,11,52.0,Шохмансур,24.02.2022 12:35,273000
6,18,212.0,Ориентир ДушанбеВодоКанал,24.02.2022 12:35,1462800
3,5,94.0,Кохи Борбад,24.02.2022 12:35,458000
1,10,56.0,Шохмансур,24.02.2022 12:34,288000
1,5,52.0,Шохмансур,24.02.2022 12:32,302300
1,19,41.0,Зарнисор,24.02.2022 12:31,115000
3,7,124.0,Ориентир Новый Точиксодиротбанк,24.02.2022 12:31,912640
4,17,134.0,Ориентир Олимпийский Комитет,24.02.2022 12:29,755090
3,4,57.0,65 мкр,24.02.2022 12:27,480000
2,9,46.0,,24.02.2022 12:25,230000
1,13,45.0,Ориентир Новый Точиксодиротбанк,24.02.2022 12:24,294980
1,2,32.0,Фирдавси,24.02.2022 12:23,210000
3,11,100.0,Мост 46-го мкр,24.02.2022 12:23,513000
3,19,143.0,,24.02.2022 12:22,684684
1,10,47.0,,24.02.2022 12:22,535000
2,15,98.0,Ашан,24.02.2022 12:22,614500
3,13,91.0,,24.02.2022 12:22,912000
4,15,218.0,Ашан,24.02.2022 12:21,1880000
2,8,74.0,,24.02.2022 12:21,807000
3,9,140.0,,24.02.2022 12:21,1117000
1,17,64.0,Пайкар,24.02.2022 12:21,308000
6,5,172.0,Ориентир Олимпийский Комитет,24.02.2022 12:21,1186800
2,16,86.0,,24.02.2022 12:21,461000
2,7,62.0,Сельхоз,24.02.2022 12:21,690000
2,14,75.0,,24.02.2022 12:21,513000
2,16,103.0,,24.02.2022 12:21,645810
2,6,70.0,,24.02.2022 12:21,660000
1,10,71.0,,24.02.2022 12:21,845000
3,5,129.0,Садбарг,24.02.2022 12:20,1710000
1,14,59.0,,24.02.2022 12:20,320000
2,6,68.0,,24.02.2022 12:20,627000
3,9,100.0,Супермаркет Ситора,24.02.2022 12:20,850000
3,10,65.0,Сзади кинотеатра Ватан,24.02.2022 12:20,775200
3,4,90.0,91 мкр,24.02.2022 12:20,740000
3,12,66.0,,24.02.2022 12:20,862500
2,11,46.0,Зарнисор,24.02.2022 12:20,433000
2,10,61.0,"Напротив Базарчика ""Зарафшон""",24.02.2022 12:20,494000
3,12,90.0,,24.02.2022 12:20,534000
2,20,127.0,,24.02.2022 12:20,1026000
4,2,120.0,,24.02.2022 12:20,1368000
1,4,48.0,Сино,24.02.2022 12:11,460000
1,1,76.0,Шоҳмансур,24.02.2022 11:49,310000
3,7,83.0,Шохмансур,24.02.2022 11:47,1254000
3,13,105.0,Исмоили Сомони,24.02.2022 11:47,524000
3,13,105.0,Шохмансур,24.02.2022 11:46,524000
3,5,63.0,Сино 2,24.02.2022 11:45,450000
5,3,100.0,82мкр,24.02.2022 11:43,650000
3,15,110.0,Молодежный театр,24.02.2022 11:41,467000
4,1,78.0,Сино,24.02.2022 11:28,687000
2,2,55.0,профсоюз,24.02.2022 11:26,370000
1,15,46.0,Ориентир Гостиница Душанбе,24.02.2022 11:22,287780
1,3,55.0,Ориентир Гостиница Душанбе,24.02.2022 11:20,442750
2,4,50,,24.02.2022 11:17,300000
4,4,100.0,84 мкр,24.02.2022 11:15,757000
4,5,122.0,ориентир Олимпийский Комитет,24.02.2022 11:10,940010
1,10,51.0,Ориентир Новый Точиксодиротбанк,24.02.2022 11:08,357180
5,15,132.0,Ориентир Гостиница Душанбе,24.02.2022 11:07,789360
2,3,45.0,Рудаки. ул.Истиклол 1 дом 11,24.02.2022 11:06,250000
3,5,85.0,Фирдавси,24.02.2022 11:06,712000
4,7,80.0,102 мкр,24.02.2022 11:05,625000
3,8,54.0,,24.02.2022 10:56,499000
4,11,180.0,,24.02.2022 10:55,2537000
4,2,82.0,Фирдавсӣ,24.02.2022 10:53,685000
2,2,66.0,33 мкр,24.02.2022 10:43,550000
3,1,75.0,Cино,24.02.2022 10:38,570000
1,2,23.0,Исмоили Сомони,24.02.2022 10:35,220000
4,4,75.0,101мкр,24.02.2022 10:35,565000
3,5,68.0,Испечак 2,24.02.2022 10:32,456000
2,13,56.0,92мкр,24.02.2022 10:31,524000
2,2,48.0,33мкр,24.02.2022 10:30,410000
6,7,204.0,подземка Садбарг,24.02.2022 10:28,1517760
4,3,100.0,Ориентир Гостиница Душанбе,24.02.2022 10:23,805000
6,15,156.0,Ориентир Минтранс,24.02.2022 10:19,1076400
3,5,86.0,Караболо,24.02.2022 10:18,636142
6,4,155.0,Ориентир Олимпийский Комитет,24.02.2022 10:15,1247750
2,2,66.0,33 мкр,24.02.2022 10:15,550000
4,18,151.0,Ориентир магазин Ласточка,24.02.2022 10:11,1041900
2,13,81.0,Ориентир Душанбе ВодоКанал,24.02.2022 10:06,521640
3,16,145.0,Ориентир Душанбинский Экономический Суд,24.02.2022 10:03,1000500
5,14,198.0,Ориентир Бывший Магазин Камолот,24.02.2022 09:57,1366200
1,8,44.0,Шохмансур,24.02.2022 09:57,350000
1,4,30.0,32 мкр,24.02.2022 09:53,255000
6,10,182.0,Ориентир Институт Дизайна,24.02.2022 09:52,1397760
2,2,44.0,Военый городок айни,24.02.2022 09:52,270000
3,3,60.0,жилмассив,24.02.2022 09:49,456000
5,12,118.0,Ориентир бывший ГАИ,24.02.2022 09:49,877920
2,4,38.0,Док,24.02.2022 09:49,296000
3,4,80.0,Садбарг,24.02.2022 09:49,1185000
1,8,43.0,Сеюбаза Павароти Айрапорт Катлаван,24.02.2022 09:48,215000
3,11,84.0,Ориентир Магазин Гелос,24.02.2022 09:46,635040
3,3,83.0,Фирдавси,24.02.2022 09:45,525000
3,12,127.0,Ватан,24.02.2022 09:45,1538000
3,9,148.0,Центр,24.02.2022 09:45,1950000
3,13,78.0,Гранд отель,24.02.2022 09:43,670000
2,6,108.0,Ориентир Гостиница Душанбе,24.02.2022 09:38,817240
6,6,222.0,Ориентир колледж Железной Дороги,24.02.2022 09:33,1678320
2,6,61.0,Сино,24.02.2022 09:31,290000
1,5,40.0,Зарафшон,24.02.2022 09:28,115000
3,4,50,,24.02.2022 09:03,340000
3,4,74.0,82 мкр,24.02.2022 08:34,495005
2,2,60.0,нохияи Сино,24.02.2022 08:24,500000
2,10,42.0,,24.02.2022 08:02,170000
3,6,60.0,Сино,24.02.2022 08:01,380000
2,10,93.0,Шохмансур,24.02.2022 07:54,550000
2,1,56.0,,24.02.2022 07:43,422000
3,2,110.0,Айни 64Г,24.02.2022 07:35,1260000
1,10,55.0,,24.02.2022 07:35,465000
3,1,63.0,Сино,24.02.2022 07:25,545000
3,4,63.0,Зарафшон,24.02.2022 07:16,500000
1,3,46.0,Р.Рудаки Ленский,24.02.2022 07:08,3500
3,1,60.0,Рудаки,24.02.2022 07:08,298000
2,5,77.0,,24.02.2022 05:30,700000
1,1,30.0,,24.02.2022 00:59,260000
5,3,90.0,Сино,24.02.2022 00:37,680000
3,2,70.0,Сино,24.02.2022 00:35,684000
1,8,50,,24.02.2022 00:11,310000
4,7,110.0,61 мкр,24.02.2022 00:09,960000
3,6,85.0,84 мкр,23.02.2022 23:54,530000
1,8,58.0,Сино,23.02.2022 23:54,290000
3,4,52.0,33 мик.,23.02.2022 23:47,630000
3,4,64.0,Сино,23.02.2022 23:41,500000
3,14,101.0,Цирк,23.02.2022 23:31,450000
3,2,80.0,Сино,23.02.2022 23:27,780000
3,4,110.0,Сино,23.02.2022 23:10,1420000
3,13,79.0,Сино,23.02.2022 23:07,420000
1,0,50.0,Сино,23.02.2022 22:47,400000
3,10,105.0,Чал-чам,23.02.2022 22:21,410000
3,4,110.0,Сино,23.02.2022 21:54,1419000
3,6,70.0,,23.02.2022 21:52,530000
3,4,60.0,Фирдавси,23.02.2022 21:47,450000
1,16,55.0,Зарнисор,23.02.2022 21:41,115000
1,12,85.0,Водонасосная,23.02.2022 21:09,475000
2,1,50,,23.02.2022 21:08,390000
1,4,31.0,,23.02.2022 21:07,23500
1,1,34.0,Н.Карабоев,23.02.2022 21:05,210000
2,6,53.0,Военный городок,23.02.2022 21:04,320000
1,3,30.0,Испечак 2 М16,23.02.2022 21:03,318000
1,3,30.0,Испечак 2 М16,23.02.2022 21:03,318000
3,10,94.0,,23.02.2022 21:00,450000
2,7,67.0,Сино,23.02.2022 20:59,273800
3,12,116.0,Гулистон,23.02.2022 20:59,460000
1,10,57.0,Сино,23.02.2022 20:58,251000
2,16,65.0,82,23.02.2022 20:56,640000
2,4,49.0,Фирдавси 1-ум куча,23.02.2022 20:54,280000
1,11,65.0,зелёный,23.02.2022 20:52,357000
2,1,44.0,,23.02.2022 20:50,32500
2,0,54.0,и сомони,23.02.2022 20:45,456000
2,4,55.0,Фирдавси,23.02.2022 20:38,420000
2,9,43.0,,23.02.2022 20:36,450000
1,1,33.0,Сино,23.02.2022 20:31,270000
4,4,65.0,63 мкр,23.02.2022 20:18,530000
1,2,31.0,Фирдавси,23.02.2022 20:12,200000
2,6,60.0,32 мкр,23.02.2022 20:12,369999
3,4,70.0,84 мкр,23.02.2022 20:01,485000
2,12,70.0,Исмоили Сомонй.,23.02.2022 19:52,460000
2,2,48.0,33мкр,23.02.2022 19:50,410000
2,5,57.0,112 мкр,23.02.2022 19:48,440000
1,2,31.0,Гипразем,23.02.2022 19:41,215000
4,3,82.0,112 мкр.,23.02.2022 19:33,750000
5,5,140.0,61 мкр,23.02.2022 19:33,1100000
2,13,62.0,фирдавси,23.02.2022 19:23,499000
2,6,50.0,Сино,23.02.2022 19:16,330000
1,6,48.0,112 мкр,23.02.2022 19:16,464000
2,3,46.0,Сино,23.02.2022 19:08,440000
3,4,86.0,,23.02.2022 19:04,550000
4,3,131.0,Исмоили Сомони,23.02.2022 19:04,850000
1,12,48.0,Исмоили Сомони,23.02.2022 18:48,295000
2,2,58.0,ПРОФСОЮЗ.,23.02.2022 18:44,376000
1,2,31.0,Гипрозем,23.02.2022 18:10,215000
4,4,72.0,С.Шерози,23.02.2022 18:01,588770
1,9,43.0,Ориентир Гостиница Душанбе,23.02.2022 17:58,307580
6,8,202.0,Ориентир улица Островского,23.02.2022 17:54,1599840
5,8,138.0,Ориентир район Шохмансур,23.02.2022 17:52,1010160
5,10,128.0,Ориентир Магазин Олами Китоб,23.02.2022 17:47,983040
3,7,124.0,Ориентир подземка Садбарг,23.02.2022 17:44,922560
2,10,82.0,Ориентир Новый Точиксодиротбанк,23.02.2022 17:40,567690
6,8,190.0,Ориентир олимпийский комитет,23.02.2022 17:38,1365720
5,12,144.0,Ориентир Гостиница Душанбе,23.02.2022 17:30,935710
3,7,94.0,Ориентир новый Точиксодиротбанк,23.02.2022 17:29,702650
3,4,136.0,Ориентир Точиксодиротбанк,23.02.2022 17:23,1075260
5,16,178.0,Ориентир Новый Точиксодиротбанк,23.02.2022 17:21,1033820
6,14,219.0,Ориентир Бывший Магазин Камолот,23.02.2022 17:21,1511100
4,5,102.0,Ориентир Олимпийский Комитет,23.02.2022 17:18,785910
6,14,210.0,Ориентир Национальный Патентный Центр,23.02.2022 17:16,1449000
1,11,44.0,Ориентир олимпийский комитет,23.02.2022 16:59,301580
6,14,166.0,Ориентир Олимпийский Комитет,23.02.2022 16:53,1021400
6,7,197.0,Ориентир Хукумат Шохмансур,23.02.2022 16:50,1449920
2,3,45.0,Мардон Борбад 82,23.02.2022 16:50,365000
2,13,60.0,Центр,23.02.2022 16:35,600000
2,2,60.0,Водонасосная,23.02.2022 16:34,526000
1,3,40.0,Испечак 2,23.02.2022 16:33,300000
